,location,tweet,covid
5365,Lincoln,Missed a trick Jack one we glow again,0
5366,Lincoln,*catches*. I got youuuuu,0
5367,Lincoln,If we're going back to lock down then am down Spoons to cain the coffee refills mate....,0
5368,Lincoln,more the fact it was released to the press last time and its looking like the same again ..,0
5369,Lincoln,"...of a ghost convicted their murderer, dives into the life of a celebrated medium of the Victorian era, reveals th",0
5370,Lincoln,Kirsty Logan explores the evolution of Lore. She discovers how the tourist trade in the Southern United stat,0
5371,Lincoln,"Ive just recorded A Natural History of Ghosts, :00 /10/2020, BBC Radio , mins. (Ac",0
5372,Lincoln,Lord Mikey of Michaelshire,0
5373,Lincoln,The cutest Dracula in history. My Mikey at six years old,0
5374,"Lincoln, NE","Depression is a bitch, but if i can got over it you can too.",0
5375,Lincoln,Isolating after a positive test only prevents further transmission doesnt protect those who were exposed before sy,0
5376,"Lincoln, NE",you're right,0
5377,Lincoln,Trip up to with looking to continue their unbeaten start.Online commentary from,0
5378,Lincoln,"As you've probably seen, I love the beach too",0
5379,Lincoln,We go again,0
5380,"Lincoln, NE",this pussy cries thats why its a wap,0
5381,Lincoln,Happy Halloween Watercolour Witchcraft,0
5382,"Lincoln, NE",the way my tears are just streaming down my face rn lmaoooooo,0
5383,Lincoln,Lincolnshires Director of Public Health thinks this is a positive sign because students are getting tested and iso,0
5384,Lincoln,Vast majority of positives in Lincoln are among young people.,0
5385,Lincoln,Thats it for me Dane,0
5386,Lincoln,New post: Dawn of the Dead Second Sight,0
5387,Lincoln,"Absolutely awesome and wonderful. Power of home, after being mostly mute in the hospital, Nate has been starting to",0
5388,"Lincoln, NE","Maybe they don't where you live, but I'm pretty sure you're not an expert on Chinese educational inf",0
5389,"Lincoln, NE",Hoops is hooping it up in doggy heaven,0
5390,"lincoln
",Well that was a good advert for the podcast,0
5391,Lincoln,They only went and sneaked my wife Jeanie into the studio to do our last but what is she miming?,0
5392,Lincoln,A fantastic and well deserved achievement Mark! ...... from retained firefighter at,0
5393,Lincoln,You may notice others giving you the respect you deserve today... More for Leo,0
5394,"Lincoln, NE",That is what we call a generalization. On,0
5395,Lincoln,Thank you Mandy x,0
5396,Lincoln,Hi Thank you for featuring my map paintings - I'm delighted to show them off. I have a question f,0
5397,Lincoln,Did you know you can request to record programmes on Bob National database? Why request? On,0
5398,"Lincoln, NE",You bring your knees in tight!!,0
5399,Lincoln ,Time for the dreaded vote of confidence Goodo.,0
5400,"Lincoln, NE",This is what I get for not eating when I get off work,0
5401,"Lincoln, NE",And here I thought I'd be able to get McDonald's drive thru quickly,0
5402,"Lincoln, NE",I actually cant sleep after being awake pretty much all day,0
5403,"Lincoln, NE",I want to believe that several households brought this bad boy home thinking they were watching the,0
5404,Lincoln,Just like Rodders it's priceless,0
5405,"Lincoln, NE","And I don't necessarily mean to shit on the s, btw. The s started REALLY strong. Ginger Snaps and Days L",0
5406,Lincoln ,I think Boris may have lost the dressing room mate,0
5407,Lincoln,Happy Halloween,0
5408,Lincoln,Youll have plenty of time on your hands mate. and are brilliant,0
5409,lincoln,Absolutely,0
5410,Lincoln,"Great track, nonsense lyrics",0
5411,Lincoln,The almighty OShea,0
5412,"Lincoln, NE",gonna jump off the face of the earth,0
5413,Lincoln,Appreciate what you're saying but are you honestly telling me there were no eggs in the whole stor,0
5414,"Lincoln, NE",JOB: Lincoln NE USA - Senior Administrator-Healthcare - Casa Maria Healthcare-Pecos Valley Rehabilitation: Casa Mar,0
5415,"Lincoln, NE",This is how democracy dies,0
5416,Lincoln ,Make the bog roll prime minister Phil. Couldnt do any worse..,0
5417,Lincoln,The Godfather?,0
5418,Lincoln,Work for freedom,0
5419,Lincoln,"I resisted an Alliance alt for many a year, but I would advise leveling at least up otherwise you",0
5420,"Lincoln, NE",No. Sounds fancy if you do,0
5421,Lincoln,A grand master!,0
5422,"Lincoln, NE","Like we all use to ... now I can recite which paths leads to - I count them, like I use to sheep, trying to fall",0
5423,"Lincoln, Nebraska, USA","Oh dear, another man who was falsely accused of something that he never did.Yeah, we'",0
5424,"Lincoln, NE",JOB: Lincoln NE USA - Registered Nurse/RN - Alegiant Healthcare is looking for a Registered Nurse Progres: Alegiant,0
5425,"Lincoln, NE",Shes right you know. And youve got others to cheer you up,0
5426,"Lincoln, NE",mr game is his fathers name. call him The,0
5427,"Lincoln, Nebraska, USA",BLM having members that hate themselves for NOT being Black should not be surprising either.,0
5428,Lincoln ,Defo a sackable offence x,0
5429,"Lincoln, NE",Saturday's Daily Devotion -,0
5430,"Lincoln, NE",WATCH: &amp; commit blow out Grand Island -3 in nd round of NSAA Class A,0
5431,"Lincoln, Nebraska, USA","So therefore, BLM having token non-Blacks should not be surprising at all.",0
5432,Lincoln,That should be blokes not boxes,0
5433,"Lincoln, Nebraska, USA","And some White supremacist groups keep token non-Whites, just see this as a real-life example:",0
5434,Lincoln,"Oh joy, I keep expecting to see four boxes on horse to ride by, or is that after the plague of loc",0
5435,"Lincoln, NE","We'll never have a period that comes close to matching the s (the greatest decade in horror cinema history, as",0
5436,Lincoln,Always too late,0
5437,Lincoln,"Been going on nice long walks with family been baking, doing craft",0
5438,"Lincoln, Nebraska, USA","If I were you, I'd leave BLM and form an organization that's actually for equality, NOT the BLM freaks w",0
5439,"Lincoln, Nebraska, USA","And no, I do NOT think that ""anyone who disagrees with me is automatically an SJW"" I just think that you",0
5440,Lincoln,"hi, we are arriving Monday however my in laws are now in a T3 area now so cannot travel out of area",0
5441,"Lincoln, NE",Wtf was tonight,0
5442,Lincoln,"Bit of an old wives tale, who knows in these strange time! Probably the warm wet autumn",0
5443,"Lincoln, NE","candida OR candidiasis OR ""yeast infection""; +17 new citations",0
5444,"Lincoln, Nebraska, USA","Yes, you were. Because you keep lionizing BLM and ignoring that BLM is racist and Black supremacist.So",0
5445,"Lincoln, NE",I am so sorry. My thoughts with you and your family for your loss.,0
5446,"Lincoln, Nebraska, USA",And here's another piece of proof that BLM is racist and Black supremacist:,0
5447,"Lincoln, NE",Their 'work' fits the definition to a tee. To claim that some races are me,0
5448,Lincoln,Incompetence is an understatement,0
5449,"Lincoln, NE",Noooooo I want self love+Recipe,0
5450,"Lincoln, Nebraska, USA","And both KKK and BLM still have supremacist views, just for a different color of skin.",0
5451,"Lincoln, Nebraska, USA","I already did open my eyes, and BLM only keeps white people and other non-black people around as ""tokens",0
5452,"Lincoln, NE",It came out of the joint account. She wants him to reimburse her contribution.,0
5453,"Lincoln, NE",This. Is. Crazy.,0
5454,"Lincoln, NE",Dude what a way to start the new season! So excited for more,0
5455,"Lincoln, NE",I've been VERY impressed with a lot of the horror of the s. It certainly has felt like something of a renaissan,0
5456,"Lincoln, Nebraska",I really miss the internet back when not everyone had it.,0
5457,"Lincoln, NE",We are united in our hate,0
5458,Lincoln,"Looking forward to eat out to help out , if Im honest.",0
5459,"Lincoln, NE","You've peaked, its official",0
5460,"Lincoln, NE",Yes. Im trying alcohol tomorrow night to see if that helps or hurts falling asleep. This whole week has,0
5461,Lincoln,"Haha don't be daft, but that is cool x",0
5462,"Lincoln, NE","They arent separate, just tracked.",0
5463,"Lincoln, NE",Who cares?,0
5464,"Lincoln, NE","Shes making him reimburse her share of the joint account, basically",0
5465,"Lincoln, NE",Thanks Lance. You always have great folks listed!,0
5466,"Lincoln, NE",Some awesome old school rides!,0
5467,"Lincoln, NE","I think the idea is that he already paid half (well, %) since it came out of the joint acc",0
5468,Lincoln,Aaaawwwwwwwwwww you look eeerrrmmmmm scary x,0
5469,"Lincoln, NE",What did u think of the ending?,0
5470,"Lincoln, Nebraska, USA",And you're welcome.Thanks for wishing me a nice life too.,0
5471,"Lincoln, NE",". Malevolent (2018)NetflixNot sure why this got panned. The premise of the film was great. The acting, particul",0
5472,"Lincoln, NE",happy birthday,0
5473,"Lincoln, Nebraska, USA",And here's more proof that BLM are racist and Black supremacist:,0
5474,"Lincoln, NE",We love &amp; miss you always!,0
5475,"Lincoln, Nebraska",Well since the Huskers aren't playing today (looking at you Wisconsin &amp; Big Ten). What games interests you? If none,0
5476,"Lincoln, NE",% agree. Imagine the damage he could do?,0
5477,"Lincoln, Nebraska, USA",Here's more proof that BLM has a Marxist problem inside of it:,0
5478,"Lincoln, Nebraska",Up late? Here's a check of the AM temps.,0
5479,"Lincoln, NE","The problem with the steadfast GOP. They have normalized Trump. Each time we say thats crazy, he will ..... They",0
5480,"Lincoln, NE",Richard Lynn and Charles Murray are both certified nutcases who have been,0
5481,LINCOLN,Match Day Init,0
5482,"Lincoln,NE",When is over I want to see if I can set up a team of artists to help make RISEN into an actual manga. As a reg,0
5483,"Lincoln, NE","Todays Full Moon lands in your humanitarian heart space, aski... More for Cancer",0
5484,"Lincoln, NE",so sad its not my bday anymore,0
5485,"Lincoln, Nebraska, USA","At least we came to a compromise in that we agree to disagree, we agree with celebrating Halloween, and",0
5486,Lincoln,"Unfortunately not as catchy. They're already working on ""Save the Easter bunny"".",0
5487,"Lincoln, Nebraska, USA","I already shared links on some other tweets to you for the Marxist problem, the Black supremacy problem,",0
5488,"Lincoln, Nebraska","I think Trump, Eric and Don Jr, and Stephen Miller are just wilding out with fat lines of coke and going for it whi",0
5489,"Lincoln, Nebraska, USA",I mean we found common ground when it comes to agreeing to disagreeing and when it comes to Halloween.,0
5490,"Lincoln, Nebraska, USA","In that metaphor, the shoe fits you.I know the terrible truth about BLM, you keep intentionally ignori",0
5491,"Lincoln, Nebraska",Highly appropriate response... :/,0
5492,"Lincoln, Nebraska, USA","But that's still NOT saying much, because the BLM organization still NEEDS to be shut down and the innoc",0
5493,"Lincoln, NE",my mischievous villager,0
5494,"Lincoln, Nebraska, USA",At least we found common ground with something.,0
5495,"Lincoln, Nebraska, USA","True, but they still HAVE to LEAVE the BLM organization, for the same reasons that I explained before.",0
5496,"Lincoln, Nebraska, USA","If anything, you deserve the tin-foil hat. You're the one who keeps spouting BLM propaganda and trying t",0
5497,"Lincoln,NE",Or this one,0
5498,"Lincoln,NE",Either this one,0
5499,"Lincoln, NE",Hang in there bro please,0
5500,Lincoln ,How about China?,0
5501,Lincoln,"""Save Christmas"" - Cummings back on top form I see.",0
5502,"Lincoln, NE",Recorded a bunch of voice memos tonight about a new idea and Im excited to put them on paper tomorrow w some coffee.,0
5503,"Lincoln, Nebraska, USA","If you saw how the BLM organization got corrupted by Marxists, Black supremacists, and racists, you'd kn",0
5504,"Lincoln, Nebraska, USA","Nice, that's literally the second reasonable thing you said besides when we found common ground with cel",0
5505,"Lincoln, Nebraska, USA","To be fair, you were not.But BLM certainly brainwashed you like it did with me before.I was just try",0
5506,"Lincoln, NE",I still want to do a photoshoot with you,0
5507,"Lincoln, NE",You cannot regain the time you spend depressed.,0
5508,"Lincoln, Nebraska, USA","It's too late for the BLM organization to reform, for the same reasons that I explained before. All the",0
5509,"Lincoln, NE",I got people who never voted before to vote.,0
5510,"Lincoln, Nebraska, USA","No, the BLM organization can NOT be reformed. Here's some of the reasons why:",0
5511,"Lincoln, NE",Doubt they let Nebraska play many,0
5512,"Lincoln, Nebraska, USA","True, but even then, I look past the propaganda and I know that BLM and ANTIFA are both the main problem",0
5513,"Lincoln, NE",Its definitely gonna be exciting,0
5514,Lincoln,"Undertaker: kid rock, limp bizkit and Jonny cash",0
5515,"Lincoln, Nebraska, USA","To be fair, you gave me the BLM propaganda, and I was pissed off because I do NOT want to be brainwashed again.",0
5516,"Lincoln, NE",If I Were The Devil,0
5517,"Lincoln, Nebraska, USA","Well, at least we found common ground on something, even if it's Halloween.",0
5518,"Lincoln, Nebraska, USA","You're such a good lap dog to BLM, that you don't need the ""In Soviet Russia"" joke in order to get you to act like a dog.",0
5519,Lincoln,"So, for our very last today, BBC Antiques expert and auctioneer has s",0
5520,"Lincoln, NE",Sometimes i wish yellowstone would just erupt already,0
5521,"Lincoln, Nebraska, USA","Sure, the message is fine, BUT their organization is STILL wrong for the same reasons that I explained b",0
5522,"Lincoln, NE",Instant classic,0
5523,"Lincoln, NE",I shouldnt care. But I do &amp; that shit piss me off,0
5524,"Lincoln, NE","Kinda funny that a lot of you guys were okay with him up until now, even when he was talki",0
5525,"Lincoln, NE",All too often,0
5526,"Lincoln, NE",NE2 came down to a recount,0
5527,"Lincoln, NE",We can be toxic,0
5528,"Lincoln, Nebraska, USA","Still does NOT change that fact that most of them have been led astray with lies, in addition to the loo",0
5529,"Lincoln, NE",JOB: Lincoln NE USA - AV Installation Technician - Company Description At Insight Recruitment we speciali: Company,0
5530,"Lincoln, Nebraska, USA","(In the style of a Yo Mama Joke, except talking about youy instead of your mother.)You're such a good",0
5531,Land of Lincoln,Hear about what Mike Pence is all about,0
5532,"Lincoln, Nebraska, USA","I know, but it's STILL propaganda, which rightfully pissed me off.I do NOT need to look up BLM BS anym",0
5533,"Lincoln, Nebraska, USA","Lincoln Southeast hadn't played a football game since Oct. , after their game with Gretna Oct. was cancelled du",0
5534,"Lincoln, NE",Never related to any character more than the bitch in apt,0
5535,"Lincoln, NE",Tuned in,0
5536,"Lincoln, Nebraska, USA","Eh, fair point.But I prefer to give the Halloween treats nowadays, as a symbol of progress in my life.",0
5537,"Lincoln, Ne",Derek anderson showing his intelligence with a cr,0
5538,"Lincoln, NE",Soooo cute!!!,0
5539,"Lincoln, Nebraska, USA","Back in .I fell for the BLM bullshit, until I learned the truth about BLM in from recordings",0
5540,"Lincoln, NE",Everyone has their own timeline just because yours doesnt match everyone elses doesnt mean youre behind. You do you boo,0
5541,"Lincoln, NE",LINCOLN NE Oct Climate: Hi: Lo: Precip: Snow:,0
5542,"Lincoln, Nebraska, USA","You still tried to give me propaganda about how BLM is a bunch of ""good boys and girls who want equality",0
5543,"Lincoln, NE",*invest,0
5544,"Lincoln, NE","You should seriously inest in the book ""Extreme Ownership"", Brian Castanza...",0
5545,"Lincoln, NE",I feel uncomfy when news organizations endorse political candidates. Not even sure why thats a thing...kinda defea,0
5546,"Lincoln, Nebraska, USA","May the best man win, BLM boy.",0
5547,"Lincoln, Nebraska, USA","Well, I give the treats nowadays, since I'm .Would be fun to give candy such as chocolate and toffee",0
5548,"Lincoln, NE",Agreed,0
5549,"Lincoln, Nebraska ",This case may be more severe than that..,0
5550,"Lincoln, Nebraska, USA","Well, you fought well in this internet flame war, so you do get an A+ for that.I'm a Filipino, and I w",0
5551,"Lincoln, NE",your up late are you excited for college football tomorrow?,0
5552,"Lincoln, NE",welcome to Krazy Truth and thank you for the follow,0
5553,"Lincoln, NE","I like to follow trans people who do interesting things, you must do interesting stuff",0
5554,"Lincoln, NE",welcome to Krazy Truth and thank you for the follow,0
5555,"Lincoln, NE",welcome to Krazy Truth and thank you for the follow,0
5556,"Lincoln, Nebraska, USA","""Try to have better, more productive convos mate.""I do NOT need to with BLM lapdogs like you. And you d",0
5557,"Lincoln, Nebraska, USA","Yes, there is a need to start with verbal venom with you because that's the only thing you BLM propagandists understand.",0
5558,"Lincoln, NE",Is this tweet real? I mean gtfo,0
5559,"Lincoln, Nebraska, USA",I am NOT generalizing because % of the BLM organization are TERRIBLE people. % IS a dangerous number,0
5560,"Lincoln, Ne",That would be another L for sergey. Hes too small for middleweight. Plus he's already been knocked aro,0
5561,"Lincoln, NE",You only drew a couple hundred morons. Congrats I guess. Cant wait till you are in jail with a co,0
5562,"Lincoln, Nebraska, USA","And yes, I WILL pay mind to the belligerents because THEY comprise % of the BLM organization. So the f",0
5563,"Lincoln, NE",Sweet!,0
5564,"Lincoln, NE",Into the Light by Desmond Lake,0
5565,"Lincoln, NE",Tripping these,0
5566,"Lincoln, NE",r/woosh,0
5567,"Lincoln, Nebraska",Exactly. Scares the sh*t out of me.,0
5568,"Lincoln, Nebraska, USA","No, I do NOT need to hear them out because they chose to associate with the large amount of terrible peo",0
5569,"Lincoln, Nebraska, USA",And I STILL know that it's propaganda because I saw recordings of the truth of the BLM organization.Th,0
5570,"Lincoln, NE",Wow been dating my girl for two years and still dont understand why she loves me,0
5571,"Lincoln, NE",Absolutely,0
5572,"Lincoln, NE",I know you from Twitter my apologies,0
5573,"Lincoln, NE",Okie lite ain't shit. Pound our chest longhorn nation.,0
5574,"Lincoln, Nebraska, USA",And you use your side of the story even though I already know that your side is wrong because I've seen,0
5575,"Lincoln, NE",Those were the best neighborhoods!!,0
5576,"Lincoln, Nebraska, USA","Yes, you ARE.You keep going on and on about your BLM bullshit even though I already know why BLM is NO",0
5577,"Lincoln, NE",WWW Weekly: Fall Conference and business meeting next week -,0
5578,"Lincoln, NE",Not surprised. Hes not funny at all,0
5579,"Lincoln, Nebraska, USA","By the way, don't you have a metaphorical doggy treat to get from your BLM masters?",0
5580,"Lincoln, Nebraska, USA",I would have politely refused and walked away.I have no time for misguided morons.,0
5581,"Lincoln, NE",Happy Halloween,0
5582,"Lincoln, Nebraska, USA","No, I watched the whole thing.And it is JUST propaganda.",0
5583,"Lincoln, NE",time to pee myself,0
5584,"Lincoln, Nebraska, USA","And to paraphrase from Agnostic Plague Doctor:""Yeah, well, go metaphorically suck BLM's dick and then",0
5585,"Lincoln, Nebraska, USA","BLM often openly talks about Black people dominating against other races, just like how the KKK often sa",0
5586,"Lincoln, NE",time to pee myself,0
5587,Lincoln,Finally a national writer who isn't in it for the clicks.,0
5588,"Lincoln, Nebraska, USA","And I do NOT need to look up any Pro-BLM BS anymore either, for the same reasons I explained before.",0
5589,"Lincoln, Nebraska, USA","I already did, and I STILL HATE the BLM organization because for every video of the good members, there",0
5590,"Lincoln, NE",Im reaaaaaaady!!!!,0
5591,Lincoln Nebraska,Does Reba get any threats meant for you?,0
5592,"Lincoln, NE",with the LipBoomer!,0
5593,"Lincoln, Nebraska, USA",And you're blatantly ignoring the severe flaws of BLM even though they are very blatant and it's a dange,0
5594,"Lincoln, Nebraska, USA","Yes, you are acting superior and authoritative towards me, since you keep trying to guilt-trip me into s",0
5595,"Lincoln, NE",has caved to societal pressure.,0
5596,"Lincoln, Nebraska, USA",I do NOT need to find those interviews at all.I have seen ENOUGH.,0
5597,"Lincoln, Nebraska, USA","""Theres legitimate BLM interviews and spokespeople and they actually acknowledge that bad side of BLM a",0
5598,"Lincoln, Nebraska, USA","And no, I do NOT need to see ""other videos"" anymore. Because BLM have proven themselves to be racist, Bl",0
5599,"Lincoln, Nebraska, USA","No, I'm NOT generalizing. Because a lot of BLM are NOT ""very reasonable people"", since they're racist as",0
5600,"Lincoln, NE",Its becoming an actual problem,0
5601,"Lincoln, NE",til the end,0
5602,"Lincoln, NE",Gets better,0
5603,"Lincoln, NE",An entire busch light apple tall boy just got spilled in the back seat of my car happy halloween,0
5604,"Lincoln, NE",Watch this video. Watch it. God help us. We are barbaric and we allow monsters to hide behind a shield. They wante,0
5605,"Lincoln, Nebraska, USA",It's blind love because you act like it's all hunky dory in BLM and you intentionally pretend that BLM a,0
5606,"Lincoln, NE",Go With Joe!,0
5607,"Lincoln, NE","Finally, SOMEONE is taking seriously the existential threat of trunalimunumaprzure immobility!",0
5608,"Lincoln, NE",thank you Max!,0
5609,"Lincoln, NE",Whats his or something,0
5610,"Lincoln, NE",if i forget to pay attention in the first minutes of a movie and then im confused i just give up and dont even try to watch it,0
5611,"Lincoln, NE",Believe we are at pm cst. We are live and post the video live.,0
5612,"Lincoln, NE",Ive been putting siracha on everything and I cant stop please help,0
5613,"Lincoln, Nebraska, USA",I only mentioned my race as an example of a type of people they'll attack over even the slightest hint o,0
5614,"Lincoln, Ne",I'm a suburban mom voting for you President Trump!! % of my friends and those I work with are al,0
5615,"Lincoln, NE",That's an insult to the Powerpuff Girls. More like Angelica from Rugrats went to Trump University.,0
5616,"Lincoln, Nebraska, USA","I could say the exact same thing about you, since your blind love of BLM makes you unhinged and clouds your judgement too.",0
5617,"Lincoln, NE",Can I give Minnesota credit for playing AND make fun of Fleck?,0
5618,"Lincoln, Nebraska, USA","By the way, I'm being serious about dressing up as Billy Butcher for Halloween.Because like how Billy",0
5619,"Lincoln, Nebraska",: How Talks,0
5620,"Lincoln, NE",We are breaking Monday /2 this week. We normally break on Saturday night but moved due to Halloween.,0
5621,"Lincoln, NE",[ITStatus] Completed: The scheduled maintenance has been completed.,0
5622,"Lincoln, NE","Once Wyoming started consistently running for yards a pop, right up the middle, the game was over.",0
5623,"Lincoln, NE",Couldn't agree more!,0
5624,"Lincoln, NE",Absolutely!,0
5625,"Lincoln, NE ",so we can do this too!,0
5626,lincoln,"Morning all whos up , cant reset my body clock .",0
5627,"Lincoln, NE",Love you forever! You &amp; Mal feel like the best friends I'll never,0
5628,"Lincoln,NE",New found respect for everyone who has to wear contacts,0
5629,"Lincoln, NE",Check your DM,0
5630,"Lincoln, Nebraska, USA",years old.,0
5631,"Lincoln, Nebraska",Not too preachy and hateful toward our president. I can appreciate that.,0
5632,"Lincoln, Nebraska, USA","Whatever you say, you BLM elitist.",0
5633,"Lincoln, ne",Very nice...needs more cowbell and election predictions,0
5634,"Lincoln, NE",[ITStatus] Completed: The scheduled maintenance has been completed.,0
5635,"Lincoln, NE",Penn state child molestation scandalIowa racist football program scandalMichigan state and Ohio state sexual abus,0
5636," Omaha, NE ✈️ Lincoln, NE","Thanks for coming out,",0
5637,"Lincoln, Nebraska, USA",We'll just have to agree to disagree.,0
5638,"Lincoln, Nebraska, USA","I NEED to be in fear and anger of BLM because they WILL hate me for being Filipino, since I'm a sensible",0
5639,"Lincoln, NE",Don't people only get SI for the swimsuit issue now?,0
5640,"Lincoln, Nebraska, USA","Yes, I AM open-minded.I'm just NOT stupid enough to believe BLM's Black supremacy and racism against W",0
5641,"Lincoln, NE",Although it is getting a bit closer; k last time I looked,0
5642,"Lincoln, NE",MILF,0
5643,"Lincoln, NE",INDIANAPOLIS IN Oct Climate: Hi: Lo: Precip: Snow:,0
5644,"Lincoln, NE",Any bad witches out there tryna cast a hex on me? Bang my line,0
5645,"Lincoln, NE",Thank you for this honor!!!,0
5646,"Lincoln, NE",Daytona Beach,0
5647,"Lincoln, Nebraska, USA","No, BLM is NOT for all.They are a group of racist, Black supremacist pieces of shit who are the Black equivalent of the KKK.",0
5648,"Lincoln, NE",Keep it rolling,0
5649,"Lincoln, Nebraska, USA","So if anything, it's % of the BLM organization being violent against innocent people in addition to be",0
5650,"Lincoln, NE",For real I've watched that video at least times today and where is everyone else,0
5651,"Lincoln, Nebraska, USA",And I also saw recordings of BLM members being bigots against White people and worshipping Black people.,0
5652,"Lincoln, NE",Dropping it tomorrow! trump out,0
5653,"Lincoln, Nebraska, USA","I've seen recordings of a dangerous number of BLM members rioting, looting, and even beating up innocent",0
5654,"Lincoln, Nebraska, USA","No, it's NOT coming from a ""very vocal minority"".",0
5655, Lincoln,How many laptops did he have FFS? Leave the man alone!,0
5656,"Lincoln, NE",Minnesota is fake news. Soy beans are up.,0
5657,"Lincoln, NE",The Halloween one?!?,0
5658,"Lincoln, Nebraska, USA","Actually, I'll be dressed up as Billy Butcher for Halloween tomorrow.",0
5659,"Lincoln, NE",I live in Nebraska but give to every time I see you on tv .... (you go on tv a lot!),0
5660,"Lincoln, NE",When did we become energy independent?!,0
5661,"Lincoln, NE",gonna fix some boards on my deck tomorrow,0
5662,"Lincoln, NE",State totals for the day,0
5663,"Lincoln, Nebraska",The most disgusting person on earth.,0
5664,"Lincoln, Nebraska, USA","I could say the exact same thing about you, since you blatantly ignore all the recorded footage of Black",0
5665,"Lincoln, NE",you were clearly loaded on the bill mahar show. Fucking depressing,0
5666,"Lincoln, Nebraska, USA",I'm NOT dividing or bullying anyone. I'm only rightfully opposing the Black Lives Matter organization.,0
5667,"Lincoln, NE","Dang! He reminds me of ""Big Snap Daddy"" at the Aksarben Aquarium by Gretna.",0
5668,"Lincoln, Nebraska, USA",I am already open-minded. I'm just NOT stupid to fall for BLM's black supremacy and racism against White,0
5669,"Lincoln, NE",I'm done,0
5670,"Lincoln, Nebraska, USA","I will NOT stop focusing on BLM's flaws, since their flaws overwhelm their positives.And if you want t",0
5671,"Lincoln, Nebraska","I wish you hadn't said that. This is the Roko's basilisk of tweets. Because this is , I'm now legitimately worr",0
5672,"Lincoln, NE",My city. One of my students father passed weeks ago.,0
5673,"Lincoln, Nebraska, USA","Hey, you wanna believe what you want to think about what I did with those articles, be my guest.",0
5674,"Lincoln, NE",Its timeless,0
5675,"Lincoln, NE",Ill settle for a booty rub,0
5676,"Lincoln, Nebraska, USA",Believe whatever you want to believe about what you think I did about those articles you provided.,0
5677,"Lincoln, NE",Any interest in any of these Seahawks?,0
5678,"Lincoln, NE",Well behaved women seldom make history.,0
5679,"Lincoln, Nebraska, USA",Fair enough.We'll just have to agree to disagree.,0
5680,"Lincoln, Nebraska, USA",To each their own.,0
5681,"Lincoln, Nebraska, USA",I'm only being hostile and angry because I'm sick and tired of BLM freaks trying to convince me to join,0
5682,"Lincoln, NE",Right !,0
5683,"Lincoln, Nebraska, USA","I'm not ""going on"" anything, I'm just expressing my opposition against the Black Lives Matter organizati",0
5684,"Lincoln, NE",Slide,0
5685,"Lincoln, NE",Aw ok,0
5686,"Lincoln, NE",and THATS why I fwu,0
5687,"Lincoln, NE",And the yucs lost,0
5688,"Lincoln, Nebraska, USA","Yes, I did read them.But I've already seen enough proof against them.And as a Filipino man, I do NOT",0
5689,"Lincoln, NE",I counted games in his first three seasons that he scored &lt;10 points hPPR. What's t,0
5690,"Lincoln, NE",IM SO EXCITED FOR VEGAS BABBBBBBBYYT,0
5691,"Lincoln, Nebraska, USA","Yes, I did read them.But I've already heard enough.",0
5692,"Lincoln, NE",So what did Obama and Biden do in years? What has t,0
5693,"Lincoln, NE",See you in Iowa!,0
5694,"Lincoln, NE",It seems all we have here are idiots.,0
5695,"Lincoln, NE",Good win by the Pokes tonight!,0
5696,"Lincoln, NE",Those boots!,0
5697,"Lincoln, NE",That last picture just makes my heart swell. Hes adorable!,0
5698,"Lincoln, NE",Dutch Laundry,0
5699,"Lincoln, NE",You damn right,0
5700,"Lincoln, NE",One of the best games Ive EVER played dude. I love it so much. Michelle and I were teari,0
5701,"Lincoln, NE",Let's go. Keep this going.TEXAS.....,0
5702,"Lincoln, NE",Boris is still missing,0
5703,"Lincoln, NE",Heads need that!,0
5704,"Lincoln, NE","Women love to say men aint shit but never stop to ask themselves if they are, either",0
5705,"Lincoln, NE",I think I can manage,0
5706,"Lincoln, NE","Dude,,,,line it up....and check your facts....look it",0
5707,"Lincoln, NE",i wouldnt be so annoying on social media if it werent for the fact that im high all the time,0
5708,"Lincoln, NE",Stummy HURTS.,0
5709,"Lincoln, NE",I got . Chiefs,0
5710,"Lincoln, NE",Just got the very last load of stuff out of the rental. Im so happy to never have to go back there again!,0
5711,"Lincoln, NE",Not even upset that I keep coming home to pillows whewww hang in there neek.,0
5712,"Lincoln, NE",One of the best gaming experiences! The ups &amp; downs of being make this a perfect .,0
5713,"Lincoln, NE",Who does it hurt that Nebraska wants to play football when the team has followed pro,0
5714,"Lincoln, NE",So easy!,0
5715,"Lincoln, Nebraska","High school football playoff summaries, /30",0
5716,"Lincoln, NE",You're good at this Drew.But for laymen: First half of was a woof. That s,0
5717,"Lincoln, NE",Aaaaaand Ive just learned a new word that I love.,0
5718,"Lincoln, NE","They made appointments, but kept missing them.",0
5719,"Lincoln, NE",Accidentally got yacked smh Im becoming J,0
5720,"Lincoln, NE",How the hell u know? Were u there? Stupid ass people talk about c,0
5721,"Lincoln, NE",Madden! Whose your team,0
5722,"Lincoln, NE",idk why im so tired,0
5723,"Lincoln, NE","This is a great read, thank you",0
5724,"Lincoln, NE",It's giving sexy assassin ...,0
5725,"Lincoln, Nebraska","We're down to the final eight teams in each class, so how about we take a look at some of Friday's best highlights?",0
5726,"Lincoln, NE",Bruh it's the best hahahaha,0
5727,"Lincoln, NE",MCCLOUD!,0
5728,"Lincoln, NE",But got lots of Promo pics today,0
5729,"Lincoln, NE",Already did......voted against you,0
